gene,gene_start,gene_end,CHROM,gene_length
chr3:11651718-11888607,11651718,11888607,3,236890
chr3:11888607-12116613,11888607,12116613,3,228007
chr3:12116613-12328797,12116613,12328797,3,212185
chr3:12328797-12543563,12328797,12543563,3,214767
chr3:12543563-12785076,12543563,12785076,3,241514
chr3:12785076-13001858,12785076,13001858,3,216783
chr3:13001858-13210146,13001858,13210146,3,208289
chr3:13210146-13425849,13210146,13425849,3,215704
chr3:13425849-13645993,13425849,13645993,3,220145
chr3:13645993-13853669,13645993,13853669,3,207677
chr3:13853669-14101720,13853669,14101720,3,248052
chr3:14101720-14314757,14101720,14314757,3,213038
chr3:14314757-14522324,14314757,14522324,3,207568
chr3:14522324-14732042,14522324,14732042,3,209719
chr3:14732042-14945939,14732042,14945939,3,213898
chr3:14945939-15183591,14945939,15183591,3,237653
chr3:15183591-15415585,15183591,15415585,3,231995
chr3:15415585-15640076,15415585,15640076,3,224492
chr3:15640076-15858416,15640076,15858416,3,218341
chr3:15858416-16082109,15858416,16082109,3,223694
chr3:16082109-16297946,16082109,16297946,3,215838
chr3:16297946-16506302,16297946,16506302,3,208357
chr3:16506302-16725425,16506302,16725425,3,219124
chr3:16725425-16942939,16725425,16942939,3,217515
chr3:16942939-17164136,16942939,17164136,3,221198
chr3:17164136-17374557,17164136,17374557,3,210422
chr3:17374557-17589307,17374557,17589307,3,214751
chr3:17589307-17823319,17589307,17823319,3,234013
chr3:17823319-18038874,17823319,18038874,3,215556
chr3:18038874-18247903,18038874,18247903,3,209030
chr3:18247903-18457354,18247903,18457354,3,209452
chr3:18457354-18668530,18457354,18668530,3,211177
chr3:18668530-18877674,18668530,18877674,3,209145
chr3:18877674-19116590,18877674,19116590,3,238917
chr3:19116590-19329407,19116590,19329407,3,212818
chr3:19329407-19552213,19329407,19552213,3,222807
chr3:19552213-19789197,19552213,19789197,3,236985
chr3:19789197-20024413,19789197,20024413,3,235217
chr3:20024413-20244190,20024413,20244190,3,219778
chr3:20244190-20477408,20244190,20477408,3,233219
chr3:20477408-20694445,20477408,20694445,3,217038
chr3:20694445-20912249,20694445,20912249,3,217805
chr3:20912249-21129679,20912249,21129679,3,217431
chr3:21129679-21357002,21129679,21357002,3,227324
chr3:21357002-21577955,21357002,21577955,3,220954
chr3:21577955-21789733,21577955,21789733,3,211779
chr3:21789733-22006980,21789733,22006980,3,217248
chr3:22006980-22231162,22006980,22231162,3,224183
chr3:22231162-22444400,22231162,22444400,3,213239
chr3:22444400-22665008,22444400,22665008,3,220609
chr3:22665008-22899459,22665008,22899459,3,234452
chr3:22899459-23126084,22899459,23126084,3,226626
chr3:23126084-23346540,23126084,23346540,3,220457
chr3:23346540-23565236,23346540,23565236,3,218697
chr3:23565236-23785696,23565236,23785696,3,220461
chr3:23785696-24008380,23785696,24008380,3,222685
chr3:24008380-24239783,24008380,24239783,3,231404
chr3:24239783-24449915,24239783,24449915,3,210133
chr3:24449915-24661559,24449915,24661559,3,211645
chr3:24661559-24868940,24661559,24868940,3,207382
chr3:24868940-25077246,24868940,25077246,3,208307
chr3:25077246-25290266,25077246,25290266,3,213021
chr3:25290266-25507040,25290266,25507040,3,216775
chr3:25507040-25718849,25507040,25718849,3,211810
chr3:25718849-25931499,25718849,25931499,3,212651
chr3:25931499-26156280,25931499,26156280,3,224782
chr3:26156280-26383095,26156280,26383095,3,226816
chr3:26383095-26617911,26383095,26617911,3,234817
chr3:26617911-26840456,26617911,26840456,3,222546
chr3:26840456-27074978,26840456,27074978,3,234523
chr3:27074978-27296259,27074978,27296259,3,221282
chr3:27296259-27515700,27296259,27515700,3,219442
chr3:27515700-27746232,27515700,27746232,3,230533
chr3:27746232-27967749,27746232,27967749,3,221518
chr3:27967749-28186997,27967749,28186997,3,219249
chr3:28186997-28406275,28186997,28406275,3,219279
chr3:28406275-28632672,28406275,28632672,3,226398
chr3:28632672-28842637,28632672,28842637,3,209966
chr3:28842637-29058756,28842637,29058756,3,216120
chr3:29058756-29274144,29058756,29274144,3,215389
chr3:29274144-29485483,29274144,29485483,3,211340
chr3:29485483-29698322,29485483,29698322,3,212840
chr3:29698322-29909560,29698322,29909560,3,211239
chr3:29909560-30135583,29909560,30135583,3,226024
chr3:30135583-30349822,30135583,30349822,3,214240
chr3:30349822-30569326,30349822,30569326,3,219505
chr3:30569326-30775149,30569326,30775149,3,205824
chr3:30775149-30983062,30775149,30983062,3,207914
chr3:30983062-31192271,30983062,31192271,3,209210
chr3:31192271-31398518,31192271,31398518,3,206248
chr3:31398518-31607799,31398518,31607799,3,209282
chr3:31607799-31821927,31607799,31821927,3,214129
chr3:31821927-32046962,31821927,32046962,3,225036
chr3:32046962-32277728,32046962,32277728,3,230767
chr3:32277728-32499975,32277728,32499975,3,222248
chr3:32499975-32733875,32499975,32733875,3,233901
chr3:32733875-32974787,32733875,32974787,3,240913
chr3:32974787-33198314,32974787,33198314,3,223528
chr3:33198314-33427388,33198314,33427388,3,229075
chr3:33427388-33655434,33427388,33655434,3,228047
chr3:33655434-33885872,33655434,33885872,3,230439
chr3:33885872-34114796,33885872,34114796,3,228925
chr3:34114796-34330940,34114796,34330940,3,216145
chr3:34330940-34555666,34330940,34555666,3,224727
chr3:34555666-34777148,34555666,34777148,3,221483
chr3:34777148-34990515,34777148,34990515,3,213368
chr3:34990515-35211050,34990515,35211050,3,220536
chr3:35211050-35425490,35211050,35425490,3,214441
chr3:35425490-35646481,35425490,35646481,3,220992
chr3:35646481-35854184,35646481,35854184,3,207704
chr3:35854184-36075176,35854184,36075176,3,220993
chr3:36075176-36297078,36075176,36297078,3,221903
chr3:36297078-36519021,36297078,36519021,3,221944
chr3:36519021-36737064,36519021,36737064,3,218044
chr3:36737064-36952339,36737064,36952339,3,215276
chr3:36952339-37176195,36952339,37176195,3,223857
chr3:37176195-37402868,37176195,37402868,3,226674
chr3:37402868-37621482,37402868,37621482,3,218615
chr3:37621482-37837601,37621482,37837601,3,216120
chr3:37837601-38050502,37837601,38050502,3,212902
chr3:38050502-38274710,38050502,38274710,3,224209
chr3:38274710-38509351,38274710,38509351,3,234642
chr3:38509351-38717717,38509351,38717717,3,208367
chr3:38717717-38931104,38717717,38931104,3,213388
chr3:38931104-39151491,38931104,39151491,3,220388
chr3:39151491-39382444,39151491,39382444,3,230954
chr3:39382444-39607185,39382444,39607185,3,224742
chr3:39607185-39832940,39607185,39832940,3,225756
chr3:39832940-40074416,39832940,40074416,3,241477
chr3:40074416-40301915,40074416,40301915,3,227500
chr3:40301915-40524997,40301915,40524997,3,223083
chr3:40524997-40743008,40524997,40743008,3,218012
chr3:40743008-40968472,40743008,40968472,3,225465
chr3:40968472-41174943,40968472,41174943,3,206472
chr3:41174943-41397602,41174943,41397602,3,222660
chr3:41397602-41623968,41397602,41623968,3,226367
chr3:41623968-41866951,41623968,41866951,3,242984
chr3:41866951-42101754,41866951,42101754,3,234804
chr3:42101754-42328486,42101754,42328486,3,226733
chr3:42328486-42539996,42328486,42539996,3,211511
chr3:42539996-42754022,42539996,42754022,3,214027
chr3:42754022-42982066,42754022,42982066,3,228045
chr3:42982066-43196727,42982066,43196727,3,214662
chr3:43196727-43409010,43196727,43409010,3,212284
chr3:43409010-43640545,43409010,43640545,3,231536
chr3:43640545-43868109,43640545,43868109,3,227565
chr3:43868109-44083812,43868109,44083812,3,215704
chr3:44083812-44296096,44083812,44296096,3,212285
chr3:44296096-44523505,44296096,44523505,3,227410
chr3:44523505-44753559,44523505,44753559,3,230055
chr3:44753559-44978865,44753559,44978865,3,225307
chr3:44978865-45197722,44978865,45197722,3,218858
chr3:45197722-45417461,45197722,45417461,3,219740
chr3:45417461-45634303,45417461,45634303,3,216843
chr3:45634303-45848317,45634303,45848317,3,214015
chr3:45848317-46060265,45848317,46060265,3,211949
chr3:46060265-46288526,46060265,46288526,3,228262
chr3:46288526-46506166,46288526,46506166,3,217641
chr3:46506166-46725113,46506166,46725113,3,218948
chr3:46725113-46954164,46725113,46954164,3,229052
chr3:46954164-47182230,46954164,47182230,3,228067
chr3:47182230-47415866,47182230,47415866,3,233637
chr3:47415866-47651944,47415866,47651944,3,236079
chr3:47651944-47892883,47651944,47892883,3,240940
chr3:47892883-48142003,47892883,48142003,3,249121
chr3:48142003-48379853,48142003,48379853,3,237851
chr3:48379853-48606335,48379853,48606335,3,226483
chr3:48606335-48851247,48606335,48851247,3,244913
chr3:48851247-49098960,48851247,49098960,3,247714
chr3:49098960-49354633,49098960,49354633,3,255674
chr3:49354633-49603962,49354633,49603962,3,249330
chr3:49603962-49833171,49603962,49833171,3,229210
chr3:49833171-50072981,49833171,50072981,3,239811
chr3:50072981-50297453,50072981,50297453,3,224473
chr3:50297453-50509266,50297453,50509266,3,211814
chr3:50509266-50723335,50509266,50723335,3,214070
chr3:50723335-50970128,50723335,50970128,3,246794
chr3:50970128-51215766,50970128,51215766,3,245639
chr3:51215766-51465577,51215766,51465577,3,249812
chr3:51465577-51710263,51465577,51710263,3,244687
chr3:51710263-51944545,51710263,51944545,3,234283
chr3:51944545-52155976,51944545,52155976,3,211432
chr3:52155976-52376215,52155976,52376215,3,220240
chr3:52376215-52590492,52376215,52590492,3,214278
chr3:52590492-52818329,52590492,52818329,3,227838
chr3:52818329-53037082,52818329,53037082,3,218754
chr3:53037082-53257863,53037082,53257863,3,220782
chr3:53257863-53503237,53257863,53503237,3,245375
chr3:53503237-53710811,53503237,53710811,3,207575
chr3:53710811-53919033,53710811,53919033,3,208223
chr3:53919033-54138145,53919033,54138145,3,219113
chr3:54138145-54352894,54138145,54352894,3,214750
chr3:54352894-54576364,54352894,54576364,3,223471
chr3:54576364-54792059,54576364,54792059,3,215696
chr3:54792059-55005704,54792059,55005704,3,213646
chr3:55005704-55231319,55005704,55231319,3,225616
chr3:55231319-55446424,55231319,55446424,3,215106
chr3:55446424-55653263,55446424,55653263,3,206840
chr3:55653263-55865286,55653263,55865286,3,212024
chr3:55865286-56073556,55865286,56073556,3,208271
chr3:56073556-56287059,56073556,56287059,3,213504
chr3:56287059-56496547,56287059,56496547,3,209489
chr3:56496547-56739219,56496547,56739219,3,242673
chr3:56739219-56961165,56739219,56961165,3,221947
chr3:56961165-57182734,56961165,57182734,3,221570
chr3:57182734-57464825,57182734,57464825,3,282092
chr3:57464825-57712644,57464825,57712644,3,247820
chr3:57712644-57944377,57712644,57944377,3,231734
chr3:57944377-58169245,57944377,58169245,3,224869
chr3:58169245-58402001,58169245,58402001,3,232757
chr3:58402001-58626866,58402001,58626866,3,224866
chr3:58626866-58865716,58626866,58865716,3,238851
chr3:58865716-59095016,58865716,59095016,3,229301
chr3:59095016-59314343,59095016,59314343,3,219328
chr3:59314343-59535840,59314343,59535840,3,221498
chr3:59535840-59749276,59535840,59749276,3,213437
chr3:59749276-59955950,59749276,59955950,3,206675
chr3:59955950-60162507,59955950,60162507,3,206558
chr3:60162507-60368766,60162507,60368766,3,206260
chr3:60368766-60585429,60368766,60585429,3,216664
chr3:60585429-60799099,60585429,60799099,3,213671
chr3:60799099-61018186,60799099,61018186,3,219088
chr3:61018186-61249437,61018186,61249437,3,231252
chr3:61249437-61474606,61249437,61474606,3,225170
chr3:61474606-61692008,61474606,61692008,3,217403
chr3:61692008-61905268,61692008,61905268,3,213261
chr3:61905268-62115327,61905268,62115327,3,210060
chr3:62115327-62322818,62115327,62322818,3,207492
chr3:62322818-62530311,62322818,62530311,3,207494
chr3:62530311-62737675,62530311,62737675,3,207365
chr3:62737675-62950973,62737675,62950973,3,213299
chr3:62950973-63170518,62950973,63170518,3,219546
chr3:63170518-63395220,63170518,63395220,3,224703
chr3:63395220-63604328,63395220,63604328,3,209109
chr3:63604328-63834671,63604328,63834671,3,230344
chr3:63834671-64044253,63834671,64044253,3,209583
chr3:64044253-64251013,64044253,64251013,3,206761
chr3:64251013-64458095,64251013,64458095,3,207083
chr3:64458095-64670658,64458095,64670658,3,212564
chr3:64670658-64881222,64670658,64881222,3,210565
chr3:64881222-65097191,64881222,65097191,3,215970
chr3:65097191-65316596,65097191,65316596,3,219406
chr3:65316596-65531520,65316596,65531520,3,214925
chr3:65531520-65743736,65531520,65743736,3,212217
chr3:65743736-65959586,65743736,65959586,3,215851
chr3:65959586-66179944,65959586,66179944,3,220359
chr3:66179944-66432340,66179944,66432340,3,252397
chr3:66432340-66645249,66432340,66645249,3,212910
chr3:66645249-66868421,66645249,66868421,3,223173
chr3:66868421-67090784,66868421,67090784,3,222364
chr3:67090784-67316037,67090784,67316037,3,225254
chr3:67316037-67536185,67316037,67536185,3,220149
chr3:67536185-67746941,67536185,67746941,3,210757
chr3:67746941-67971417,67746941,67971417,3,224477
chr3:67971417-68183574,67971417,68183574,3,212158
chr3:68183574-68396807,68183574,68396807,3,213234
chr3:68396807-68612772,68396807,68612772,3,215966
chr3:68612772-68839130,68612772,68839130,3,226359
chr3:68839130-69054090,68839130,69054090,3,214961
chr3:69054090-69276167,69054090,69276167,3,222078
chr3:69276167-69501472,69276167,69501472,3,225306
chr3:69501472-69720173,69501472,69720173,3,218702
chr3:69720173-69928929,69720173,69928929,3,208757
chr3:69928929-70143141,69928929,70143141,3,214213
chr3:70143141-70354588,70143141,70354588,3,211448
chr3:70354588-70573827,70354588,70573827,3,219240
chr3:70573827-70789540,70573827,70789540,3,215714
chr3:70789540-71007252,70789540,71007252,3,217713
chr3:71007252-71217065,71007252,71217065,3,209814
chr3:71217065-71431954,71217065,71431954,3,214890
chr3:71431954-71643389,71431954,71643389,3,211436
chr3:71643389-71856013,71643389,71856013,3,212625
chr3:71856013-72073642,71856013,72073642,3,217630
chr3:72073642-72280754,72073642,72280754,3,207113
chr3:72280754-72487290,72280754,72487290,3,206537
chr3:72487290-72703244,72487290,72703244,3,215955
chr3:72703244-72933171,72703244,72933171,3,229928
chr3:72933171-73163658,72933171,73163658,3,230488
chr3:73163658-73391484,73163658,73391484,3,227827
chr3:73391484-73598415,73391484,73598415,3,206932
chr3:73598415-73807354,73598415,73807354,3,208940
chr3:73807354-74024399,73807354,74024399,3,217046
chr3:74024399-74239015,74024399,74239015,3,214617
chr3:74239015-74456268,74239015,74456268,3,217254
chr3:74456268-74667535,74456268,74667535,3,211268
chr3:74667535-74889063,74667535,74889063,3,221529
chr3:74889063-75116182,74889063,75116182,3,227120
chr3:75116182-75925189,75116182,75925189,3,809008
chr3:75925189-76147664,75925189,76147664,3,222476
chr3:76147664-76362209,76147664,76362209,3,214546
chr3:76362209-76577511,76362209,76577511,3,215303
chr3:76577511-76787724,76577511,76787724,3,210214
chr3:76787724-76998459,76787724,76998459,3,210736
chr3:76998459-77205958,76998459,77205958,3,207500
chr3:77205958-77424011,77205958,77424011,3,218054
chr3:77424011-77628288,77424011,77628288,3,204278
chr3:77628288-77848726,77628288,77848726,3,220439
chr3:77848726-78062311,77848726,78062311,3,213586
chr3:78062311-78270595,78062311,78270595,3,208285
chr3:78270595-78484112,78270595,78484112,3,213518
chr3:78484112-78707777,78484112,78707777,3,223666
chr3:78707777-78921726,78707777,78921726,3,213950
chr3:78921726-79144104,78921726,79144104,3,222379
chr3:79144104-79356476,79144104,79356476,3,212373
chr3:79356476-79565431,79356476,79565431,3,208956
chr3:79565431-79778041,79565431,79778041,3,212611
chr3:79778041-79991103,79778041,79991103,3,213063
chr3:79991103-80202215,79991103,80202215,3,211113
chr3:80202215-80414160,80202215,80414160,3,211946
chr3:80414160-80631401,80414160,80631401,3,217242
chr3:80631401-80847834,80631401,80847834,3,216434
chr3:80847834-81077973,80847834,81077973,3,230140
chr3:81077973-81285212,81077973,81285212,3,207240
chr3:81285212-81494924,81285212,81494924,3,209713
chr3:81494924-81706968,81494924,81706968,3,212045
chr3:81706968-81927770,81706968,81927770,3,220803
chr3:81927770-82140133,81927770,82140133,3,212364
chr3:82140133-82362876,82140133,82362876,3,222744
chr3:82362876-82578343,82362876,82578343,3,215468
chr3:82578343-82794259,82578343,82794259,3,215917
chr3:82794259-83011290,82794259,83011290,3,217032
chr3:83011290-83220732,83011290,83220732,3,209443
chr3:83220732-83436210,83220732,83436210,3,215479
chr3:83436210-83651196,83436210,83651196,3,214987
chr3:83651196-83862405,83651196,83862405,3,211210
chr3:83862405-84075584,83862405,84075584,3,213180
chr3:84075584-84291559,84075584,84291559,3,215976
chr3:84291559-84507534,84291559,84507534,3,215976
chr3:84507534-84723054,84507534,84723054,3,215521
chr3:84723054-84945190,84723054,84945190,3,222137
chr3:84945190-85160906,84945190,85160906,3,215717
chr3:85160906-85374032,85160906,85374032,3,213127
chr3:85374032-85583584,85374032,85583584,3,209553
chr3:85583584-85792263,85583584,85792263,3,208680
chr3:85792263-86009168,85792263,86009168,3,216906
chr3:86009168-86233527,86009168,86233527,3,224360
chr3:86233527-86447732,86233527,86447732,3,214206
chr3:86447732-86659983,86447732,86659983,3,212252
chr3:86659983-86878892,86659983,86878892,3,218910
chr3:86878892-87091104,86878892,87091104,3,212213
chr3:87091104-87303554,87091104,87303554,3,212451
chr3:87303554-87525651,87303554,87525651,3,222098
chr3:87525651-87746003,87525651,87746003,3,220353
chr3:87746003-87973965,87746003,87973965,3,227963
chr3:87973965-88194252,87973965,88194252,3,220288
chr3:88194252-88404578,88194252,88404578,3,210327
chr3:88404578-88628483,88404578,88628483,3,223906
chr3:88628483-88850862,88628483,88850862,3,222380
chr3:88850862-89072025,88850862,89072025,3,221164
chr3:89072025-89282469,89072025,89282469,3,210445
chr3:89282469-89502889,89282469,89502889,3,220421
chr3:89502889-89712248,89502889,89712248,3,209360
chr3:89712248-89950520,89712248,89950520,3,238273
chr3:89950520-93827805,89950520,93827805,3,3877286
chr3:93827805-94083126,93827805,94083126,3,255322
chr3:94083126-94297476,94083126,94297476,3,214351
chr3:94297476-94510207,94297476,94510207,3,212732
chr3:94510207-94727741,94510207,94727741,3,217535
chr3:94727741-94955802,94727741,94955802,3,228062
chr3:94955802-95176720,94955802,95176720,3,220919
chr3:95176720-95391722,95176720,95391722,3,215003
chr3:95391722-95604993,95391722,95604993,3,213272
chr3:95604993-95831697,95604993,95831697,3,226705
chr3:95831697-96051333,95831697,96051333,3,219637
chr3:96051333-96263831,96051333,96263831,3,212499
chr3:96263831-96478673,96263831,96478673,3,214843
chr3:96478673-96710316,96478673,96710316,3,231644
chr3:96710316-96920656,96710316,96920656,3,210341
chr3:96920656-97143267,96920656,97143267,3,222612
chr3:97143267-97358071,97143267,97358071,3,214805
chr3:97358071-97574350,97358071,97574350,3,216280
chr3:97574350-97789510,97574350,97789510,3,215161
chr3:97789510-98004705,97789510,98004705,3,215196
chr3:98004705-98229736,98004705,98229736,3,225032
chr3:98229736-98456090,98229736,98456090,3,226355
chr3:98456090-98677292,98456090,98677292,3,221203
chr3:98677292-98908841,98677292,98908841,3,231550
chr3:98908841-99134288,98908841,99134288,3,225448
chr3:99134288-99360932,99134288,99360932,3,226645
chr3:99360932-99577946,99360932,99577946,3,217015
chr3:99577946-99800181,99577946,99800181,3,222236
chr3:99800181-100011038,99800181,100011038,3,210858
chr3:100011038-100223827,100011038,100223827,3,212790
chr3:100223827-100448312,100223827,100448312,3,224486
chr3:100448312-100689389,100448312,100689389,3,241078
chr3:100689389-100895514,100689389,100895514,3,206126
chr3:100895514-101119933,100895514,101119933,3,224420
chr3:101119933-101334897,101119933,101334897,3,214965
chr3:101334897-101578230,101334897,101578230,3,243334
chr3:101578230-101827884,101578230,101827884,3,249655
chr3:101827884-102060448,101827884,102060448,3,232565
chr3:102060448-102276698,102060448,102276698,3,216251
chr3:102276698-102485467,102276698,102485467,3,208770
chr3:102485467-102696111,102485467,102696111,3,210645
chr3:102696111-102912574,102696111,102912574,3,216464
chr3:102912574-103126967,102912574,103126967,3,214394
chr3:103126967-103352710,103126967,103352710,3,225744
chr3:103352710-103574428,103352710,103574428,3,221719
chr3:103574428-103785209,103574428,103785209,3,210782
chr3:103785209-103993505,103785209,103993505,3,208297
chr3:103993505-104207154,103993505,104207154,3,213650
chr3:104207154-104422353,104207154,104422353,3,215200
chr3:104422353-104641752,104422353,104641752,3,219400
chr3:104641752-104850999,104641752,104850999,3,209248
chr3:104850999-105061338,104850999,105061338,3,210340
chr3:105061338-105272461,105061338,105272461,3,211124
chr3:105272461-105488647,105272461,105488647,3,216187
chr3:105488647-105703149,105488647,105703149,3,214503
chr3:105703149-105913150,105703149,105913150,3,210002
chr3:105913150-106131418,105913150,106131418,3,218269
chr3:106131418-106347704,106131418,106347704,3,216287
chr3:106347704-106563158,106347704,106563158,3,215455
chr3:106563158-106779475,106563158,106779475,3,216318
chr3:106779475-107007058,106779475,107007058,3,227584
chr3:107007058-107229205,107007058,107229205,3,222148
chr3:107229205-107444254,107229205,107444254,3,215050
chr3:107444254-107657648,107444254,107657648,3,213395
chr3:107657648-107871566,107657648,107871566,3,213919
chr3:107871566-108082777,107871566,108082777,3,211212
chr3:108082777-108300747,108082777,108300747,3,217971
chr3:108300747-108516981,108300747,108516981,3,216235
chr3:108516981-108731418,108516981,108731418,3,214438
chr3:108731418-108953270,108731418,108953270,3,221853
chr3:108953270-109169345,108953270,109169345,3,216076
chr3:109169345-109418115,109169345,109418115,3,248771
chr3:109418115-109662209,109418115,109662209,3,244095
chr3:109662209-109889776,109662209,109889776,3,227568
chr3:109889776-110111930,109889776,110111930,3,222155
chr3:110111930-110324966,110111930,110324966,3,213037
chr3:110324966-110543078,110324966,110543078,3,218113
chr3:110543078-110760198,110543078,110760198,3,217121
chr3:110760198-110978392,110760198,110978392,3,218195
chr3:110978392-111198873,110978392,111198873,3,220482
chr3:111198873-111415400,111198873,111415400,3,216528
chr3:111415400-111639315,111415400,111639315,3,223916
chr3:111639315-111856645,111639315,111856645,3,217331
chr3:111856645-112072737,111856645,112072737,3,216093
chr3:112072737-112302854,112072737,112302854,3,230118
chr3:112302854-112522539,112302854,112522539,3,219686
chr3:112522539-112751997,112522539,112751997,3,229459
chr3:112751997-112972818,112751997,112972818,3,220822
chr3:112972818-113195127,112972818,113195127,3,222310
chr3:113195127-113412007,113195127,113412007,3,216881
chr3:113412007-113636759,113412007,113636759,3,224753
chr3:113636759-113862954,113636759,113862954,3,226196
chr3:113862954-114081423,113862954,114081423,3,218470
chr3:114081423-114305696,114081423,114305696,3,224274
chr3:114305696-114508717,114305696,114508717,3,203022
chr3:114508717-114719582,114508717,114719582,3,210866
chr3:114719582-114928668,114719582,114928668,3,209087
chr3:114928668-115139628,114928668,115139628,3,210961
chr3:115139628-115359367,115139628,115359367,3,219740
chr3:115359367-115571013,115359367,115571013,3,211647
chr3:115571013-115789812,115571013,115789812,3,218800
chr3:115789812-116001544,115789812,116001544,3,211733
chr3:116001544-116221217,116001544,116221217,3,219674
chr3:116221217-116433666,116221217,116433666,3,212450
chr3:116433666-116655076,116433666,116655076,3,221411
chr3:116655076-116866517,116655076,116866517,3,211442
chr3:116866517-117080696,116866517,117080696,3,214180
chr3:117080696-117289758,117080696,117289758,3,209063
chr3:117289758-117500174,117289758,117500174,3,210417
chr3:117500174-117707084,117500174,117707084,3,206911
chr3:117707084-117916546,117707084,117916546,3,209463
chr3:117916546-118126644,117916546,118126644,3,210099
chr3:118126644-118342561,118126644,118342561,3,215918
chr3:118342561-118558965,118342561,118558965,3,216405
chr3:118558965-118775446,118558965,118775446,3,216482
chr3:118775446-118991631,118775446,118991631,3,216186
chr3:118991631-119237838,118991631,119237838,3,246208
chr3:119237838-119456142,119237838,119456142,3,218305
chr3:119456142-119676668,119456142,119676668,3,220527
chr3:119676668-119894301,119676668,119894301,3,217634
chr3:119894301-120117408,119894301,120117408,3,223108
chr3:120117408-120342767,120117408,120342767,3,225360
chr3:120342767-120560859,120342767,120560859,3,218093
chr3:120560859-120798528,120560859,120798528,3,237670
chr3:120798528-121034280,120798528,121034280,3,235753
chr3:121034280-121279282,121034280,121279282,3,245003
chr3:121279282-121526849,121279282,121526849,3,247568
chr3:121526849-121751843,121526849,121751843,3,224995
chr3:121751843-121984321,121751843,121984321,3,232479
chr3:121984321-122214451,121984321,122214451,3,230131
chr3:122214451-122429614,122214451,122429614,3,215164
chr3:122429614-122656648,122429614,122656648,3,227035
chr3:122656648-122882363,122656648,122882363,3,225716
chr3:122882363-123088570,122882363,123088570,3,206208
chr3:123088570-123300743,123088570,123300743,3,212174
chr3:123300743-123511137,123300743,123511137,3,210395
chr3:123511137-123728300,123511137,123728300,3,217164
chr3:123728300-123940711,123728300,123940711,3,212412
chr3:123940711-124171226,123940711,124171226,3,230516
chr3:124171226-124382199,124171226,124382199,3,210974
chr3:124382199-124592135,124382199,124592135,3,209937
chr3:124592135-124813876,124592135,124813876,3,221742
chr3:124813876-125032171,124813876,125032171,3,218296
chr3:125032171-125246955,125032171,125246955,3,214785
chr3:125246955-125464728,125246955,125464728,3,217774
chr3:125464728-126077484,125464728,126077484,3,612757
chr3:126077484-126289902,126077484,126289902,3,212419
chr3:126289902-126507778,126289902,126507778,3,217877
chr3:126507778-126722265,126507778,126722265,3,214488
chr3:126722265-126942197,126722265,126942197,3,219933
chr3:126942197-127147376,126942197,127147376,3,205180
chr3:127147376-127353239,127147376,127353239,3,205864
chr3:127353239-127566221,127353239,127566221,3,212983
chr3:127566221-127779503,127566221,127779503,3,213283
chr3:127779503-127992815,127779503,127992815,3,213313
chr3:127992815-128209384,127992815,128209384,3,216570
chr3:128209384-128411976,128209384,128411976,3,202593
chr3:128411976-128623212,128411976,128623212,3,211237
chr3:128623212-128870594,128623212,128870594,3,247383
chr3:128870594-129106790,128870594,129106790,3,236197
chr3:129106790-129345094,129106790,129345094,3,238305
chr3:129345094-129572905,129345094,129572905,3,227812
chr3:129572905-129793415,129572905,129793415,3,220511
chr3:129793415-130361501,129793415,130361501,3,568087
chr3:130361501-130575955,130361501,130575955,3,214455
chr3:130575955-130792741,130575955,130792741,3,216787
chr3:130792741-131017371,130792741,131017371,3,224631
chr3:131017371-131241551,131017371,131241551,3,224181
chr3:131241551-131470924,131241551,131470924,3,229374
chr3:131470924-131687449,131470924,131687449,3,216526
chr3:131687449-131898865,131687449,131898865,3,211417
chr3:131898865-132125696,131898865,132125696,3,226832
chr3:132125696-132351034,132125696,132351034,3,225339
chr3:132351034-132569772,132351034,132569772,3,218739
chr3:132569772-132810789,132569772,132810789,3,241018
chr3:132810789-133039649,132810789,133039649,3,228861
chr3:133039649-133263078,133039649,133263078,3,223430
chr3:133263078-133480794,133263078,133480794,3,217717
chr3:133480794-133715844,133480794,133715844,3,235051
chr3:133715844-133934302,133715844,133934302,3,218459
chr3:133934302-134155152,133934302,134155152,3,220851
chr3:134155152-134370198,134155152,134370198,3,215047
chr3:134370198-134590607,134370198,134590607,3,220410
chr3:134590607-134798061,134590607,134798061,3,207455
chr3:134798061-135002124,134798061,135002124,3,204064
chr3:135002124-135222027,135002124,135222027,3,219904
chr3:135222027-135447799,135222027,135447799,3,225773
chr3:135447799-135673255,135447799,135673255,3,225457
chr3:135673255-135890717,135673255,135890717,3,217463
chr3:135890717-136113096,135890717,136113096,3,222380
chr3:136113096-136357426,136113096,136357426,3,244331
chr3:136357426-136600750,136357426,136600750,3,243325
chr3:136600750-136836374,136600750,136836374,3,235625
chr3:136836374-137073418,136836374,137073418,3,237045
chr3:137073418-137295066,137073418,137295066,3,221649
chr3:137295066-137535876,137295066,137535876,3,240811
chr3:137535876-137775545,137535876,137775545,3,239670
chr3:137775545-138006297,137775545,138006297,3,230753
chr3:138006297-138227687,138006297,138227687,3,221391
chr3:138227687-138441456,138227687,138441456,3,213770
chr3:138441456-138681167,138441456,138681167,3,239712
chr3:138681167-138923452,138681167,138923452,3,242286
chr3:138923452-139142634,138923452,139142634,3,219183
chr3:139142634-139367428,139142634,139367428,3,224795
chr3:139367428-139587459,139367428,139587459,3,220032
chr3:139587459-139797839,139587459,139797839,3,210381
